Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
162.158.95.29,40774,167.235.145.223,443,189,116345,450,126,57911,63,58434,0.793385,79.832251,5803,5855
162.158.95.30,39768,167.235.145.223,443,189,116764,590,126,58333,63,58431,1.123324,80.12764,5824,5833
162.158.95.33,54758,167.235.145.223,443,199,2776995,2296,91,7545,108,2769450,25.125186,30.05684,2008,737123
162.158.95.38,18506,167.235.145.223,443,304,6873015,2138,141,12576,163,6860439,22.787897,30.670864,3280,1789434
162.158.95.48,30590,167.235.145.223,443,210,130848,276,140,66166,70,64682,0.450455,81.247672,6514,6368
162.158.95.48,38642,167.235.145.223,443,269,2183295,602,169,68816,100,2114479,1.166373,80.013292,6880,211412
162.158.95.49,64342,167.235.145.223,443,139,2451934,3555,63,6387,76,2445547,77.472922,0.238324,214397,82091505
162.158.95.56,28732,167.235.145.223,443,155,2477146,3308,77,7311,78,2469835,65.505729,0.216929,269618,91083626
162.158.95.63,16182,167.235.145.223,443,212,1191156,539,136,58985,76,1132171,1.002926,81.128987,5816,111641
162.158.95.63,20110,167.235.145.223,443,276,1195965,93,168,61685,108,1134280,0.152734,80.683175,6116,112467
162.158.95.64,16766,167.235.145.223,443,180,114373,571,120,58952,60,55421,1.077704,81.059932,5818,5469
162.158.95.76,33148,167.235.145.223,443,6,427,1675,2,132,4,295,14.194197,29.553338,35,79
162.158.95.85,47170,167.235.145.223,443,322,7416268,1409,143,12345,179,7403923,10.354887,60.521678,1631,978680
162.158.95.93,16376,167.235.145.223,443,93,58726,676,62,30008,31,28718,1.421729,78.250073,3067,2936
162.158.95.94,53888,167.235.145.223,443,93,59069,24,62,30347,31,28722,0.03105,79.543113,3052,2888
162.158.95.98,12026,167.235.145.223,443,119,1304191,3361,59,5415,60,1298776,67.725557,0.047471,912557,218874849
162.158.95.107,28914,167.235.145.223,443,6,427,1288,2,132,4,295,7.914277,29.821142,35,79
162.158.95.110,38566,167.235.145.223,443,222,4774558,2199,109,11073,113,4763485,23.351905,41.767259,2120,912386
162.158.95.115,22230,167.235.145.223,443,291,180170,772,194,90261,97,89909,1.760958,81.23992,8888,8853
162.158.95.115,59806,167.235.145.223,443,292,180629,4,195,90758,97,89871,0.002262,83.022809,8745,8659
162.158.95.118,15302,167.235.145.223,443,182,2131023,1681,92,7602,90,2123421,14.270432,60.026318,1013,282998
162.158.95.126,18558,167.235.145.223,443,84,2871006,791,36,3901,48,2867105,1.865201,58.177163,536,394258
162.158.95.130,12216,167.235.145.223,443,158,2220815,2972,68,6039,90,2214776,48.779577,30.419264,1588,582466
162.158.95.134,46048,167.235.145.223,443,166,2325812,3246,71,6225,95,2319587,62.185789,0.073624,676409,252046832
162.158.95.135,9984,167.235.145.223,443,174,2520593,1804,89,8128,85,2512465,17.003566,60.735978,1070,330935
162.158.95.140,27998,167.235.145.223,443,172,2665076,1460,86,7930,86,2657146,11.006615,60.711874,1044,350131
162.158.95.143,62160,167.235.145.223,443,171,2725176,2918,86,7852,85,2717324,46.99198,30.79659,2039,705876
162.158.95.156,9180,167.235.145.223,443,348,7939350,2921,154,13797,194,7925553,47.006615,30.708633,3594,2064710
162.158.95.163,29356,167.235.145.223,443,160,2429145,2795,81,7522,79,2421623,41.005214,30.731697,1958,630390
162.158.95.168,45718,167.235.145.223,443,110,1282512,3488,52,4953,58,1277559,73.744979,0.050769,780476,201313242
162.158.95.169,25090,167.235.145.223,443,372,233799,416,248,118854,124,114945,0.717916,81.514635,11664,11280
162.158.95.170,42984,167.235.145.223,443,368,232235,437,245,118296,123,113939,0.772328,80.988518,11685,11254
162.158.95.171,35618,167.235.145.223,443,6,427,2026,2,132,4,295,20.311206,29.975207,35,78
162.158.95.176,61674,167.235.145.223,443,192,3323425,3106,86,8085,106,3315340,55.234008,27.622269,2341,960193
162.158.95.178,58238,167.235.145.223,443,6,427,2203,2,132,4,295,23.475071,29.97034,35,78
162.158.95.180,26476,167.235.145.223,443,6,427,1999,2,132,4,295,20.006587,29.742791,35,79
162.158.95.184,43028,167.235.145.223,443,375,9317279,1039,167,15865,208,9301414,4.89676,71.406984,1777,1042073
162.158.95.190,31890,167.235.145.223,443,98,995437,2628,46,4557,52,990880,31.715484,30.174015,1208,262710
162.158.95.191,34574,167.235.145.223,443,195,119022,475,130,58967,65,60055,0.840498,81.472876,5790,5896
162.158.95.192,34758,167.235.145.223,443,192,116777,561,128,57440,64,59337,1.052579,81.057009,5669,5856
162.158.95.195,45948,167.235.145.223,443,347,7074480,1745,167,14011,180,7060469,15.916748,60.411712,1855,934980
162.158.95.199,23408,167.235.145.223,443,283,4757783,3373,145,11988,138,4745795,68.223377,0.084961,1128800,446868092
162.158.95.205,59950,167.235.145.223,443,6,427,2039,2,132,4,295,20.584408,29.992393,35,78
162.158.95.211,25894,167.235.145.223,443,311,6457634,3174,144,12818,167,6444816,58.883158,0.865638,118460,59561303
162.158.95.218,59680,167.235.145.223,443,92,2599285,1310,41,3833,51,2595452,8.243637,60.008829,510,346009
162.158.95.220,50218,167.235.145.223,443,6,427,1323,2,132,4,295,8.390439,29.618196,35,79
162.158.95.223,54810,167.235.145.223,443,6,427,1671,2,132,4,295,14.056548,29.969911,35,78
162.158.95.226,33540,167.235.145.223,443,179,2302569,3498,87,7272,92,2295297,74.289346,0.055398,1050146,331462796
162.158.102.48,30098,167.235.145.223,443,271,2187898,3580,114,8864,157,2179034,79.40369,0.314201,225689,55481274
162.158.102.52,27246,167.235.145.223,443,294,2071933,655,136,10316,158,2061617,1.353254,60.122019,1372,274324
162.158.102.73,12732,167.235.145.223,443,306,2497576,2616,143,10778,163,2486798,31.391695,30.325901,2843,656019
162.158.102.119,27660,167.235.145.223,443,339,2490761,1597,166,12296,173,2478465,13.355879,60.124277,1636,329778
162.158.102.124,17578,167.235.145.223,443,324,2308940,2314,155,11570,169,2297370,25.356166,30.327695,3051,606012
162.158.102.171,59468,167.235.145.223,443,323,2134092,2733,151,11306,172,2122786,37.360593,30.373635,2977,559112
162.158.102.187,35234,167.235.145.223,443,6,427,762,2,132,4,295,1.712905,29.801271,35,79
162.158.102.230,35540,167.235.145.223,443,317,2453095,3350,155,11570,162,2441525,67.398745,0.314756,294069,62055052
162.158.103.5,55586,167.235.145.223,443,303,2373878,1942,141,10646,162,2363232,19.400505,60.118759,1416,314475
162.158.103.7,53458,167.235.145.223,443,6,427,1635,2,132,4,295,13.709729,29.800166,35,79
162.158.103.16,40572,167.235.145.223,443,42,24197,629,28,11228,14,12969,1.257048,78.081376,1150,1328
162.158.103.88,12506,167.235.145.223,443,302,2168860,3228,147,11042,155,2157818,61.360115,0.306955,287781,56238028
162.158.103.125,10624,167.235.145.223,443,316,2260229,1235,153,11438,163,2248791,7.389151,60.120601,1522,299237
162.158.103.128,63852,167.235.145.223,443,290,2047544,2862,129,9854,161,2037690,43.396905,30.406538,2592,536118
162.158.103.196,45940,167.235.145.223,443,359,2612573,2985,174,12824,185,2599749,49.353504,30.464061,3367,682705
162.158.110.5,17646,167.235.145.223,443,240,150466,19,160,76350,80,74116,0.017181,82.351996,7416,7199
162.158.110.5,42708,167.235.145.223,443,240,152344,258,160,78076,80,74268,0.423541,82.235065,7595,7224
162.158.110.7,44992,167.235.145.223,443,237,4832979,1210,100,8896,137,4824083,7.043326,64.365,1105,599590
162.158.110.29,47124,167.235.145.223,443,6,427,1190,2,132,4,295,6.661198,29.936194,35,78
162.158.110.32,65348,167.235.145.223,443,165,2664612,1425,78,7395,87,2657217,10.703268,61.887308,955,343491
162.158.110.34,18880,167.235.145.223,443,147,2476594,2223,68,6784,79,2469810,23.741126,30.890756,1756,639624
162.158.110.50,27716,167.235.145.223,443,41,1188336,348,17,1844,24,1186492,0.585967,60.00789,245,158178
162.158.110.52,48460,167.235.145.223,443,6,427,1488,2,132,4,295,11.363402,29.905959,35,78
162.158.110.55,58612,167.235.145.223,443,305,7306616,3277,131,11603,174,7295013,65.101871,1.037499,89469,56250756
162.158.110.58,42062,167.235.145.223,443,231,4247990,1641,106,9294,125,4238696,13.738206,63.628318,1168,532932
162.158.110.60,10028,167.235.145.223,443,304,7243254,3053,132,11628,172,7231626,53.059603,1.050036,88591,55096213
162.158.110.68,57102,167.235.145.223,443,187,2384467,3344,92,7611,95,2376856,67.128101,0.096207,632885,197645160
162.158.110.80,43416,167.235.145.223,443,153,93980,104,102,46738,51,47242,0.168088,80.119261,4666,4717
162.158.110.81,43266,167.235.145.223,443,150,91971,130,100,45653,50,46318,0.207254,79.593202,4588,4655
162.158.110.84,9138,167.235.145.223,443,318,6873436,2145,152,12798,166,6860638,22.919341,30.775017,3326,1783430
162.158.110.99,18620,167.235.145.223,443,487,5797273,549,297,104384,190,5692889,1.029889,81.616566,10231,558013
162.158.110.99,31616,167.235.145.223,443,360,1689182,550,232,98099,128,1591083,1.030707,82.026421,9567,155177
162.158.110.100,64250,167.235.145.223,443,159,2249681,1124,66,5510,93,2244171,5.46924,60.028234,734,299082
162.158.110.101,47616,167.235.145.223,443,224,4489963,1043,93,8364,131,4481599,4.919268,60.547065,1105,592147
162.158.110.111,14554,167.235.145.223,443,6,427,2195,2,132,4,295,23.315779,29.998668,35,78
162.158.110.111,14570,167.235.145.223,443,8,559,2225,4,264,4,295,23.828616,29.514244,71,79
162.158.110.114,24246,167.235.145.223,443,157,2609837,3257,77,7378,80,2602459,63.28843,4.452758,13255,4675680
162.158.110.123,64956,167.235.145.223,443,134,1981551,2649,67,6718,67,1974833,33.181892,37.169586,1445,425042
162.158.110.125,56050,167.235.145.223,443,152,2470889,1099,71,6932,81,2463957,5.240429,61.310939,904,321503
162.158.110.128,50140,167.235.145.223,443,258,4641506,320,125,10546,133,4630960,0.538849,64.863621,1300,571162
162.158.110.129,35340,167.235.145.223,443,246,4616619,3601,117,10077,129,4606542,80.455668,2.383594,33821,15460827
162.158.110.137,65358,167.235.145.223,443,6,427,1493,2,132,4,295,11.44871,29.953806,35,78
162.158.110.152,34846,167.235.145.223,443,255,155862,376,170,77112,85,78750,0.651059,80.726169,7641,7804
162.158.110.152,64548,167.235.145.223,443,255,155460,102,170,76712,85,78748,0.166484,80.98628,7577,7778
162.158.110.155,29788,167.235.145.223,443,110,1140807,3643,56,5149,54,1135658,82.542991,0.051956,792824,174864577
162.158.110.159,29672,167.235.145.223,443,143,2434159,3015,68,6784,75,2427375,51.203892,7.017915,7733,2767061
162.158.110.169,23848,167.235.145.223,443,354,218389,499,236,109076,118,109313,0.909918,82.16672,10619,10643
162.158.110.169,59344,167.235.145.223,443,350,214304,714,234,106775,116,107529,1.544737,80.114616,10662,10737
162.158.110.179,9912,167.235.145.223,443,238,4592014,3469,109,9534,129,4582480,73.132943,9.051453,8426,4050160
162.158.110.187,46264,167.235.145.223,443,237,150093,625,158,76913,79,73180,1.246469,80.098211,7681,7309
162.158.110.187,49380,167.235.145.223,443,237,149909,777,158,76725,79,73184,1.789849,81.262739,7553,7204
162.158.110.194,52282,167.235.145.223,443,235,4350451,3521,113,9537,122,4340914,76.332947,2.244458,33993,15472471
162.158.110.195,15212,167.235.145.223,443,166,2180978,3522,79,6563,87,2174415,76.356573,0.057404,914640,303033238
162.158.110.196,12916,167.235.145.223,443,294,6456114,3177,141,12222,153,6443892,59.055979,1.106985,88326,46568956
162.158.110.199,59352,167.235.145.223,443,338,8004860,3412,151,12923,187,7991937,71.110472,1.401337,73775,45624639
162.158.110.204,48530,167.235.145.223,443,145,2325860,1937,68,6784,77,2319076,19.291586,61.757929,878,300408
162.158.110.207,13236,167.235.145.223,443,313,7072151,1790,140,12144,173,7060007,16.731349,60.735271,1599,929938
162.158.110.214,50130,167.235.145.223,443,209,3866590,3637,99,8561,110,3858029,82.403921,0.641572,106750,48107199
162.158.110.225,61332,167.235.145.223,443,276,5877400,1255,142,14313,134,5863087,7.634358,52.796177,2168,888410
162.158.110.227,10380,167.235.145.223,443,156,2555600,349,73,7114,83,2548486,0.586859,65.019201,875,313567
162.158.110.229,11714,167.235.145.223,443,6,427,2563,2,132,4,295,29.559062,29.953755,35,78
162.158.110.233,51596,167.235.145.223,443,187,3521914,2605,85,7963,102,3513951,31.086192,34.316701,1856,819181
162.158.110.236,32192,167.235.145.223,443,246,151546,95,164,75591,82,75955,0.154584,80.024304,7556,7593
162.158.110.236,53016,167.235.145.223,443,243,152790,219,162,77761,81,75029,0.358934,79.510754,7823,7549
162.158.110.246,17764,167.235.145.223,443,216,4623495,2182,105,10833,111,4612662,23.206456,38.599753,2245,955998
162.158.110.249,21550,167.235.145.223,443,171,2725309,2954,86,7984,85,2717325,47.606802,32.253202,1980,673998
162.158.110.252,16904,167.235.145.223,443,393,244755,312,262,123638,131,121117,0.522568,82.42956,11999,11754
162.158.110.253,46600,167.235.145.223,443,393,244872,133,262,123508,131,121364,0.209248,82.1707,12024,11815
162.158.111.2,26232,167.235.145.223,443,276,4983288,2851,130,11077,146,4972211,43.124247,34.379463,2577,1157018
162.158.111.3,55138,167.235.145.223,443,168,2707024,1578,81,7642,87,2699382,13.049212,64.89917,942,332747
162.158.111.17,24314,167.235.145.223,443,243,152280,106,162,77100,81,75180,0.171386,81.916517,7529,7342
162.158.111.18,11072,167.235.145.223,443,243,152913,9,162,77805,81,75108,0.005338,81.608062,7627,7362
162.158.111.25,49618,167.235.145.223,443,164,6333788,2277,63,6273,101,6327515,24.837018,40.960094,1225,1235839
162.158.111.30,18490,167.235.145.223,443,6,427,2560,2,132,4,295,29.473567,29.992801,35,78
162.158.111.33,59370,167.235.145.223,443,186,119553,671,124,61966,62,57587,1.399205,80.036002,6193,5756
162.158.111.34,52376,167.235.145.223,443,183,117409,675,122,60891,61,56518,1.4155,79.191897,6151,5709
162.158.111.44,32684,167.235.145.223,443,38,1248417,1009,13,1611,25,1246806,4.275121,60.008451,214,166217
162.158.111.45,32956,167.235.145.223,443,125,1455251,3441,62,5616,63,1449635,71.687691,0.053914,833327,215103312
162.158.111.46,22294,167.235.145.223,443,125,1455180,3436,61,5479,64,1449701,71.639618,0.051333,853875,225928895
162.158.111.49,22392,167.235.145.223,443,315,7377485,2513,141,12011,174,7365474,28.923847,30.894078,3110,1907284
162.158.111.67,24110,167.235.145.223,443,232,4151650,3102,114,9877,118,4141773,55.132455,4.509678,17521,7347350
162.158.111.76,57182,167.235.145.223,443,333,7778542,2924,150,12816,183,7765726,47.038712,31.119361,3294,1996371
162.158.111.77,62980,167.235.145.223,443,152,2555353,3500,72,7096,80,2548257,74.364174,3.923615,14468,5195733
162.158.111.87,15282,167.235.145.223,443,236,5076877,3314,117,11675,119,5065202,65.631664,16.873407,5535,2401507
162.158.111.94,54956,167.235.145.223,443,322,7416066,1443,143,12143,179,7403923,10.922039,60.615339,1602,977168
162.158.111.96,42980,167.235.145.223,443,158,2519474,1789,76,7208,82,2512266,16.715317,61.868224,932,324853
162.158.111.102,20262,167.235.145.223,443,225,4428446,2977,102,9085,123,4419361,49.100947,4.395935,16533,8042632
162.158.111.103,48720,167.235.145.223,443,126,79274,560,84,40286,42,38988,1.049185,81.867381,3936,3809
162.158.111.104,33950,167.235.145.223,443,129,81134,218,86,41212,43,39922,0.35747,82.695656,3986,3862
162.158.111.105,10156,167.235.145.223,443,38,1284835,1384,14,1912,24,1282923,9.627201,60.008722,254,171031
162.158.111.108,30584,167.235.145.223,443,138,2319301,2701,60,6206,78,2313095,35.307251,31.298148,1586,591241
162.158.111.113,9474,167.235.145.223,443,286,6094078,2797,135,11887,151,6082191,41.042246,30.861787,3081,1576627
162.158.111.123,51494,167.235.145.223,443,228,141682,456,152,71286,76,70396,0.804845,78.724659,7244,7153
162.158.111.123,55026,167.235.145.223,443,231,144223,295,154,72822,77,71401,0.485265,79.327123,7343,7200
162.158.111.129,11566,167.235.145.223,443,148,2386303,3141,72,7048,76,2379255,57.247418,6.805535,8285,2796846
162.158.111.130,29562,167.235.145.223,443,8,559,1841,4,264,4,295,17.397726,29.865568,70,79
162.158.111.140,12776,167.235.145.223,443,6,427,1119,2,132,4,295,5.411333,29.931064,35,78
162.158.111.143,38668,167.235.145.223,443,170,2725231,2896,86,7972,84,2717259,45.167622,8.027893,7944,2707817
162.158.111.147,17978,167.235.145.223,443,49,1312426,839,24,2337,25,1310089,2.117888,60.007846,311,174655
162.158.111.158,17670,167.235.145.223,443,237,147811,440,158,74552,79,73259,0.777363,81.687853,7301,7174
162.158.111.158,39904,167.235.145.223,443,237,147343,226,158,74158,79,73185,0.368277,81.831977,7249,7154
162.158.111.159,56004,167.235.145.223,443,157,2778645,3074,74,7192,83,2771453,53.651961,2.183262,26353,10155274
162.158.111.167,30444,167.235.145.223,443,420,1458165,333,274,121157,146,1337008,0.562342,81.601959,11877,131076
162.158.111.168,14102,167.235.145.223,443,422,1460809,140,275,122871,147,1337938,0.227092,82.631657,11895,129532
162.158.111.175,10824,167.235.145.223,443,6,427,1839,2,132,4,295,17.365296,29.971105,35,78
162.158.111.181,50092,167.235.145.223,443,411,259443,45,274,132535,137,126908,0.068454,81.428267,13021,12468
162.158.111.181,52514,167.235.145.223,443,411,259415,301,274,132420,137,126995,0.500454,81.249677,13038,12504
162.158.111.188,58200,167.235.145.223,443,232,4230033,2727,108,9481,124,4220552,37.104681,34.32235,2209,983744
162.158.111.191,25038,167.235.145.223,443,168,2881754,2545,81,7592,87,2874162,29.252558,31.337917,1938,733721
162.158.111.193,43136,167.235.145.223,443,251,4641070,3220,122,10405,129,4630665,61.117969,4.316884,19282,8581495
162.158.111.202,18260,167.235.145.223,443,148,2597211,3387,67,6718,81,2590493,69.330177,4.748925,11317,4363923
162.158.111.218,35302,167.235.145.223,443,88,2527839,1496,46,4681,42,2523158,11.482036,65.088051,575,310122
162.158.111.219,63628,167.235.145.223,443,6,427,1087,2,132,4,295,5.174749,29.991393,35,78
162.158.111.219,63634,167.235.145.223,443,6,427,1052,2,132,4,295,4.971606,29.969955,35,78
162.158.111.226,24244,167.235.145.223,443,286,5411068,2294,134,11197,152,5399871,25.102701,34.762759,2576,1242679
162.158.111.237,20126,167.235.145.223,443,345,211747,299,230,105207,115,106540,0.497305,81.779747,10291,10422
162.158.111.238,16562,167.235.145.223,443,348,215766,220,232,108223,116,107543,0.360771,82.427551,10503,10437
162.158.129.2,35436,167.235.145.223,443,489,301778,235,326,150537,163,151241,0.384755,82.171057,14655,14724
162.158.129.2,38120,167.235.145.223,443,486,299129,388,324,149026,162,150103,0.671329,81.316715,14661,14767
162.158.129.3,56756,167.235.145.223,443,486,300612,371,324,150530,162,150082,0.64529,80.916155,14882,14838
162.158.129.8,35186,167.235.145.223,443,192,1173394,1792,87,7209,105,1166185,16.736717,60.095407,959,155244
162.158.129.13,14892,167.235.145.223,443,462,9660267,3026,199,17373,263,9642894,52.162663,3.680358,37763,20960773
162.158.129.14,17976,167.235.145.223,443,259,4166980,3067,115,10755,144,4156225,53.297131,4.901477,17553,6783628
162.158.129.29,31420,167.235.145.223,443,486,10372939,2931,213,18218,273,10354721,47.096935,32.780754,4446,2527024
162.158.129.45,36498,167.235.145.223,443,294,4312531,3154,133,11214,161,4301317,57.853477,0.713674,125704,48216042
162.158.129.45,36504,167.235.145.223,443,321,4314359,3157,149,12316,172,4302043,58.032513,3.792069,25982,9075874
162.158.129.54,30768,167.235.145.223,443,349,6640698,2984,153,13139,196,6627559,49.294956,4.430926,23722,11966002
162.158.129.59,22952,167.235.145.223,443,191,1227528,3041,86,7143,105,1220385,52.777623,0.230852,247535,42291511
162.158.129.60,54508,167.235.145.223,443,173,1256478,3648,68,5955,105,1250523,82.822754,0.225808,210975,44303939
162.158.129.75,15140,167.235.145.223,443,49,1234137,1284,25,2466,24,1231671,7.873445,74.922419,263,131514
162.158.129.76,12392,167.235.145.223,443,82,1191118,40,41,3504,41,1187614,0.060667,60.024034,467,158285
162.158.129.82,32230,167.235.145.223,443,263,2320086,3606,120,9391,143,2310695,80.543466,0.275463,272733,67107234
162.158.129.82,63042,167.235.145.223,443,6,427,2241,2,132,4,295,24.24368,29.475824,35,80
162.158.129.84,24770,167.235.145.223,443,270,167370,447,180,83921,90,83449,0.790008,81.277869,8260,8213
162.158.129.84,24782,167.235.145.223,443,270,167636,399,180,84723,90,82913,0.692218,82.08963,8256,8080
162.158.129.84,54234,167.235.145.223,443,354,2818591,435,224,87259,130,2731332,0.769708,82.327235,8479,265412
162.158.129.84,54240,167.235.145.223,443,270,167633,455,180,84553,90,83080,0.803736,81.800357,8269,8125
162.158.129.84,60594,167.235.145.223,443,268,165283,12,179,82682,89,82601,0.008546,81.830102,8083,8075
162.158.129.85,23246,167.235.145.223,443,270,167307,425,180,84150,90,83157,0.746157,82.090346,8200,8103
162.158.129.85,30450,167.235.145.223,443,270,168847,61,180,85320,90,83527,0.09285,82.565702,8266,8093
162.158.129.99,27374,167.235.145.223,443,461,9431188,1739,214,18275,247,9412913,15.80781,63.989197,2284,1176812
162.158.129.100,43942,167.235.145.223,443,444,9164681,2141,198,17032,246,9147649,22.820122,33.034722,4124,2215281
162.158.129.103,31330,167.235.145.223,443,652,19525978,1026,257,24276,395,19501702,4.730785,57.420718,3382,2717026
162.158.129.104,22112,167.235.145.223,443,513,316495,193,342,158066,171,158429,0.311947,82.571174,15314,15349
162.158.129.104,44618,167.235.145.223,443,513,317637,75,342,159128,171,158509,0.120634,82.044621,15516,15455
162.158.129.104,65482,167.235.145.223,443,507,313513,283,338,156884,169,156629,0.459604,82.008999,15304,15279
162.158.129.104,65494,167.235.145.223,443,516,318034,223,344,158449,172,159585,0.366347,81.309053,15589,15701
162.158.129.111,34592,167.235.145.223,443,6,427,2471,2,132,4,295,28.195821,29.938576,35,78
162.158.129.112,51836,167.235.145.223,443,6,427,1859,2,132,4,295,17.779357,29.914288,35,78
162.158.129.116,56212,167.235.145.223,443,375,6958823,469,169,14211,206,6944612,0.827198,64.868953,1752,856448
162.158.129.121,24240,167.235.145.223,443,6,427,1156,2,132,4,295,6.102343,29.959156,35,78
162.158.129.122,12846,167.235.145.223,443,444,8465676,2663,209,17885,235,8447791,34.086033,33.728983,4242,2003687
162.158.129.126,61750,167.235.145.223,443,420,7185907,1230,195,15911,225,7169996,7.305391,64.411299,1976,890526
162.158.129.128,29054,167.235.145.223,443,297,4758673,3348,133,11162,164,4747511,67.352297,4.369161,20437,8692764
162.158.129.128,29056,167.235.145.223,443,220,2386414,3442,97,7710,123,2378704,71.712048,0.222068,277752,85692814
162.158.129.131,59820,167.235.145.223,443,7,493,2179,3,198,4,295,23.183393,29.660268,53,79
162.158.129.133,44626,167.235.145.223,443,6,427,2572,2,132,4,295,29.763115,29.937856,35,78
162.158.129.146,25316,167.235.145.223,443,46,1348446,1426,20,2136,26,1346310,10.743833,60.024098,284,179435
162.158.129.153,33494,167.235.145.223,443,284,4546699,3188,136,12957,148,4533742,59.246806,11.603529,8933,3125767
162.158.129.164,12542,167.235.145.223,443,293,4322892,2548,141,12471,152,4310421,29.265202,41.29956,2415,834957
162.158.129.166,36836,167.235.145.223,443,297,182180,427,198,90391,99,91789,0.748765,82.226013,8794,8930
162.158.129.166,36846,167.235.145.223,443,294,180836,538,196,90048,98,90788,1.002596,81.339453,8856,8929
162.158.129.167,9306,167.235.145.223,443,300,184428,508,200,91790,100,92638,0.940318,80.98907,9066,9150
162.158.129.167,35906,167.235.145.223,443,300,184182,253,200,91550,100,92632,0.418565,81.263156,9012,9119
162.158.129.167,55432,167.235.145.223,443,303,185360,138,202,91790,101,93570,0.224435,82.597246,8890,9062
162.158.129.169,53496,167.235.145.223,443,429,11474819,1032,166,16537,263,11458282,4.787333,73.290321,1805,1250727
162.158.129.170,32518,167.235.145.223,443,232,3884931,3300,103,9963,129,3874968,65.294834,5.438812,14654,5699727
162.158.129.174,28340,167.235.145.223,443,730,4525567,444,409,150885,321,4374682,0.787934,82.077522,14706,426395
162.158.129.174,40284,167.235.145.223,443,545,2396185,512,336,143183,209,2253002,0.945862,81.621741,14033,220823
162.158.129.175,33832,167.235.145.223,443,450,280804,288,300,141758,150,139046,0.468536,82.390032,13764,13501
162.158.129.175,62316,167.235.145.223,443,459,286720,257,306,144830,153,141890,0.423137,82.367673,14066,13781
162.158.129.179,51616,167.235.145.223,443,381,6380247,1939,166,14153,215,6366094,19.308083,34.689944,3263,1468112
162.158.129.183,31124,167.235.145.223,443,387,3651078,2824,157,13527,230,3637551,41.490209,35.529689,3045,819044
162.158.129.184,54144,167.235.145.223,443,173,1202247,3172,77,6549,96,1195698,58.795136,0.165233,317079,57891486
162.158.129.188,46996,167.235.145.223,443,840,2999000,179,517,195179,323,2803821,0.295063,82.361448,18958,272343
162.158.129.188,65354,167.235.145.223,443,411,1390268,2866,245,83626,166,1306642,43.529737,38.347758,17445,272587
162.158.129.189,22520,167.235.145.223,443,639,395331,52,426,197716,213,197615,0.079157,82.453603,19183,19173
162.158.129.189,60204,167.235.145.223,443,627,386653,119,418,192896,209,193757,0.19522,82.847389,18626,18709
162.158.129.216,30524,167.235.145.223,443,6,427,2510,2,132,4,295,28.887725,29.921426,35,78
162.158.129.220,29950,167.235.145.223,443,6,427,1159,2,132,4,295,6.137964,29.534806,35,79
162.158.129.229,35252,167.235.145.223,443,603,6241574,3113,234,18485,369,6223089,55.310041,4.483247,32985,11104610
162.158.129.231,53102,167.235.145.223,443,194,4107869,64,49,4922,145,4102947,0.096631,61.706666,638,531929
162.158.129.241,15640,167.235.145.223,443,564,348299,303,376,173912,188,174387,0.504147,81.967805,16973,17020
162.158.129.241,31002,167.235.145.223,443,564,348525,329,376,174350,188,174175,0.554135,82.407633,16925,16908
162.158.129.241,33250,167.235.145.223,443,567,349300,41,378,174429,189,174871,0.062239,83.021101,16808,16850
162.158.129.241,38962,167.235.145.223,443,566,351431,204,377,176336,189,175095,0.330172,82.772442,17042,16923
162.158.129.253,28618,167.235.145.223,443,554,7142393,2859,249,19475,305,7122918,43.342287,34.466101,4520,1653315
162.158.130.6,23576,167.235.145.223,443,282,3743515,2192,118,10881,164,3732634,23.286176,53.5363,1625,557772
162.158.130.10,40388,167.235.145.223,443,391,4094301,2950,143,12603,248,4081698,47.26544,34.208668,2947,954541
162.158.130.11,17788,167.235.145.223,443,259,2279231,3646,113,9892,146,2269339,82.653957,0.379606,208468,47825145
162.158.130.13,24638,167.235.145.223,443,201,1315565,3274,93,7605,108,1307960,64.813649,0.201736,301582,51868184
162.158.130.17,34216,167.235.145.223,443,440,4960657,1431,199,15173,241,4945484,10.785245,60.876226,1993,649906
162.158.130.17,34224,167.235.145.223,443,404,4958847,1452,176,14220,228,4944627,10.962772,62.851561,1809,629372
162.158.130.28,55716,167.235.145.223,443,189,5830997,790,91,9336,98,5821661,1.860062,71.65193,1042,649993
162.158.130.30,24928,167.235.145.223,443,540,8701025,3516,196,17083,344,8683942,76.170437,3.71777,36759,18686345
162.158.130.33,41466,167.235.145.223,443,385,8795345,1067,166,14972,219,8780373,5.037448,66.737396,1794,1052528
162.158.130.36,40032,167.235.145.223,443,249,1376001,2917,118,9255,131,1366746,46.78876,30.287882,2444,361001
162.158.130.46,64846,167.235.145.223,443,524,12224949,2601,203,18678,321,12206271,30.934285,34.892394,4282,2798609
162.158.130.47,44184,167.235.145.223,443,707,9129381,2681,255,21780,452,9107601,34.754811,39.187407,4446,1859291
162.158.130.51,59710,167.235.145.223,443,579,351901,279,386,173018,193,178883,0.452757,81.30952,17023,17600
162.158.130.52,20674,167.235.145.223,443,576,350633,339,384,172479,192,178154,0.571491,82.002857,16826,17380
162.158.130.52,58532,167.235.145.223,443,578,350797,38,385,171962,193,178835,0.056104,83.035805,16567,17229
